gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated,observation_start_ns,observation_end_ns,observation_time_ns,busy_time_ns,idle_time_ns,utilization_pct,completed_batch_count
0,0,,,9,30,849.9936679666667,736.0332344999999,1473.0587306499997,1729.6096951400004,217.98471646666667,630.665458,0,30,240000,20042,17748911,106418898553,106401149642,101932257690,4468891952,95.79995895999606,3615
1,1,,,10,31,826.2086470645161,583.500031,1671.6324905000001,2321.5990911999993,190.48159319354838,585.1352113548387,0,31,248000,19552,17748911,106418898553,106401149642,97313038943,9088110699,91.45863486477535,3364
2,2,,,11,29,890.0318902758619,630.058061,1822.7299309999987,2442.1385278799994,234.76680213793105,575.9609987586207,0,29,232000,19141,17748911,106418898553,106401149642,99361097044,7040052598,93.38348070327517,3586
3,3,,,7,31,760.4701339354839,566.122787,1589.3982835000002,1960.8749293999997,128.74617648387095,572.9238067741935,0,31,248000,19902,17748911,106418898553,106401149642,105195863417,1205286225,98.8672244340824,3816
4,4,,,9,31,702.5505189032258,565.123671,1045.4394065,1157.6947957999998,135.58940958064517,562.8258622903226,0,31,248000,20977,17748911,106418898553,106401149642,100489180521,5911969121,94.44369807949298,3457
5,5,,,14,29,960.625406,971.50899,1595.8607141999998,1898.1049644399995,291.2931342758621,633.2623004137931,0,29,232000,19328,17748911,106418898553,106401149642,101071495972,5329653670,94.99098112385789,3659
6,6,,,8,28,783.0250471071428,630.838892,1196.9560611,1458.78164141,185.9434932142857,588.40673275,0,28,224000,18749,17748911,106418898553,106401149642,101207507927,5193641715,95.11881052744762,3753
7,7,,,9,30,785.8017981333331,560.581407,1489.7261504999994,1638.58882047,190.33967583333333,572.1176419333333,0,30,240000,19394,17748911,106418898553,106401149642,99759421358,6641728284,93.75784161510761,3569
8,8,,,10,31,776.1859218387096,577.04004,1227.697252,1847.1953244999995,189.5401964516129,551.3734078709678,0,31,248000,19907,17748911,106418898553,106401149642,102887867760,3513281882,96.6980790209308,3697
9,9,,,8,30,725.4897557666667,568.617745,998.48485905,1130.2744338000002,170.89265703333334,553.5457707333334,0,30,240000,18761,17748911,106418898553,106401149642,100398496084,6002653558,94.35846926635973,3668
