arm,ttft_ms,cdf
1: no_redirect,171.726922000,0.003333333
1: no_redirect,180.097468000,0.006666667
1: no_redirect,180.823740000,0.010000000
1: no_redirect,183.198366000,0.013333333
1: no_redirect,183.347245000,0.016666667
1: no_redirect,184.255859000,0.020000000
1: no_redirect,184.694905000,0.023333333
1: no_redirect,188.399446000,0.026666667
1: no_redirect,188.627964000,0.030000000
1: no_redirect,192.593027000,0.033333333
1: no_redirect,194.148688000,0.036666667
1: no_redirect,194.289136000,0.040000000
1: no_redirect,194.585661000,0.043333333
1: no_redirect,195.906054000,0.046666667
1: no_redirect,201.114579000,0.050000000
1: no_redirect,202.215714000,0.053333333
1: no_redirect,202.411275000,0.056666667
1: no_redirect,202.905211000,0.060000000
1: no_redirect,204.728908000,0.063333333
1: no_redirect,205.220743000,0.066666667
1: no_redirect,206.739664000,0.070000000
1: no_redirect,207.023562000,0.073333333
1: no_redirect,209.337582000,0.076666667
1: no_redirect,213.705934000,0.080000000
1: no_redirect,214.350429000,0.083333333
1: no_redirect,215.079031000,0.086666667
1: no_redirect,217.876694000,0.090000000
1: no_redirect,218.636503000,0.093333333
1: no_redirect,219.752347000,0.096666667
1: no_redirect,222.435201000,0.100000000
1: no_redirect,223.501990000,0.103333333
1: no_redirect,225.386757000,0.106666667
1: no_redirect,229.496083000,0.110000000
1: no_redirect,230.909496000,0.113333333
1: no_redirect,231.065857000,0.116666667
1: no_redirect,231.497397000,0.120000000
1: no_redirect,232.102772000,0.123333333
1: no_redirect,237.792352000,0.126666667
1: no_redirect,241.894581000,0.130000000
1: no_redirect,242.514643000,0.133333333
1: no_redirect,247.917658000,0.136666667
1: no_redirect,248.625925000,0.140000000
1: no_redirect,253.378544000,0.143333333
1: no_redirect,253.893806000,0.146666667
1: no_redirect,262.498334000,0.150000000
1: no_redirect,265.579911000,0.153333333
1: no_redirect,272.793773000,0.156666667
1: no_redirect,274.671498000,0.160000000
1: no_redirect,277.323705000,0.163333333
1: no_redirect,297.472507000,0.166666667
1: no_redirect,309.160687000,0.170000000
1: no_redirect,312.917377000,0.173333333
1: no_redirect,319.697262000,0.176666667
1: no_redirect,320.810650000,0.180000000
1: no_redirect,329.951367000,0.183333333
1: no_redirect,330.494115000,0.186666667
1: no_redirect,338.537270000,0.190000000
1: no_redirect,342.876333000,0.193333333
